event,round,player,playerId,teamId,hole,shot,shotDistance_yds,distanceToPin_yds,shotDistance_m,distanceToPin_m,lieAfterShot,lieAfterShotCode,lieBeforeShot,lieBeforeShotCode,ballHoled,eventType,holeScore,timestamp,isProvisional,isBallDrop,x,z,seqNum,source,commentary
amgen-irish-open-2026,2,Laurie Canter,840,45,15,1,248.4,131.2,227.14,119.99,,ORO,,,False,DetailedLie,,2026-09-11T11:55:57.000Z,False,False,466760.27186390216,5845035.671773393,242,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,15,2,128.6,2.7,117.56,2.47,Green,OGR,,ORO,False,DetailedLie,,2026-09-11T12:01:33.000Z,False,False,466684.08787960035,5844946.057289569,246,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,15,3,2.7,,2.47,,,,,,True,BallHoled,Birdie,2026-09-11T12:04:43.000Z,False,False,466682.2033501005,5844944.462677739,249,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,16,1,204.4,3.8,186.93,3.45,Green,OGR,,OBU,False,DetailedLie,,2026-09-11T12:12:09.000Z,False,False,466745.4244844514,5844717.913778957,267,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,16,2,4.0,0.2,3.61,0.19,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T12:16:00.000Z,False,False,466742.5541761749,5844720.115273817,271,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,16,3,0.2,,0.19,,,,,,True,BallHoled,Par,2026-09-11T12:16:25.000Z,False,False,466742.7464493413,5844720.0952300895,275,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,17,1,270.0,125.9,246.88,115.09,Fairway,OFW,,,False,DetailedLie,,2026-09-11T12:22:09.000Z,False,False,466567.0753956067,5844427.88936838,281,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,17,2,130.5,5.1,119.34,4.62,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T12:27:03.000Z,False,False,466452.3211918713,5844394.3396105,309,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,17,3,4.7,0.3,4.31,0.31,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-11T12:31:09.000Z,False,False,466456.6121181657,5844393.834453602,313,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,17,4,0.3,,0.31,,,,,,True,BallHoled,Par,2026-09-11T12:31:12.000Z,False,False,466456.9235429319,5844393.826724038,316,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,18,1,283.2,153.9,258.97,140.77,Fairway,OFW,,,False,DetailedLie,,2026-09-11T12:36:57.000Z,False,False,466205.3234720283,5844287.238722715,322,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,18,2,159.3,8.2,145.63,7.46,Fairway,OFW,,,False,DetailedLie,,2026-09-11T12:48:02.000Z,False,False,466059.64192387904,5844278.864780274,326,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,18,3,7.2,1.0,6.62,0.89,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-11T12:52:36.000Z,False,False,466064.14585680474,5844274.012742113,330,feed,
amgen-irish-open-2026,2,Laurie Canter,840,45,18,4,1.0,,0.89,,,,,,True,BallHoled,Par,2026-09-11T12:54:30.000Z,False,False,466064.9386944241,5844273.604553167,333,feed,
bmw-pga-championship-2026,1,Laurie Canter,,45,1,1,306,162,279.81,148.13,Intermediate Rough,,,,,,,,,,,,,commentary,"Canter (T58) finds the intermediate rough with a 306-yard drive, leaving 162 yards to the hole."
bmw-pga-championship-2026,1,Laurie Canter,,45,1,2,,4.0,,3.66,Green,,Intermediate Rough,,,,,,,,,,,commentary,"Canter finds the green from the intermediate rough, leaving a 12-foot putt for birdie."
bmw-pga-championship-2026,1,Laurie Canter,,45,1,3,4.0,0.03,3.66,0.03,Green,,Green,,,,,,,,,,,commentary,"Canter missed a twelve-footer for birdie, leaving an inch for par."
bmw-pga-championship-2026,1,Laurie Canter,,45,1,4,0.03,,0.03,,,,Green,,True,,Par,,,,,,,commentary,Canter taps in from an inch to save par on the first.
bmw-pga-championship-2026,1,Laurie Canter,840,49,2,1,153.1,4.4,140.0,4.01,Green,OGR,,OBU,False,DetailedLie,,2026-09-17T09:15:21.000Z,False,False,667189.9181888003,5696973.266426612,285,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,2,2,4.5,0.6,4.16,0.52,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-17T09:18:25.000Z,False,False,667192.2802635886,5696976.69332602,289,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,2,3,0.6,,0.52,,,,,,True,BallHoled,Par,2026-09-17T09:18:31.000Z,False,False,667192.5834464724,5696976.268785012,292,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,3,1,272.0,182.7,248.69,167.09,Fairway,OFW,,,False,DetailedLie,,2026-09-17T09:23:55.000Z,False,False,666938.9102536098,5696867.234274772,298,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,3,2,163.1,29.3,149.11,26.78,,OIR,,,False,DetailedLie,,2026-09-17T09:27:46.000Z,False,False,666799.076676778,5696814.607767078,302,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,3,3,29.4,0.8,26.85,0.71,Green,OGR,,OIR,False,DetailedLie,,2026-09-17T09:34:42.000Z,False,False,666791.5272963297,5696788.843700117,307,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,3,4,0.8,,0.71,,,,,,True,BallHoled,Par,2026-09-17T09:34:54.000Z,False,False,666790.8704682505,5696789.120692467,310,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,4,1,308.8,244.5,282.36,223.59,Fairway,OFW,,,False,DetailedLie,,2026-09-17T09:41:42.000Z,False,False,666650.398377558,5696481.177266991,316,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,4,2,229.1,23.0,209.5,21.06,,OGS,,,False,DetailedLie,,2026-09-17T09:46:41.000Z,False,False,666694.725797189,5696276.484901052,320,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,4,3,29.4,6.4,26.9,5.84,,OCO,,,False,DetailedLie,,2026-09-17T09:49:06.000Z,False,False,666718.7190568586,5696264.226454729,324,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,4,4,6.8,0.4,6.23,0.4,Green,OGR,,OCO,False,DetailedLie,,2026-09-17T09:52:01.000Z,False,False,666713.0262597468,5696266.783243999,328,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,4,5,0.4,,0.4,,,,,,True,BallHoled,Par,2026-09-17T09:52:05.000Z,False,False,666713.4177679333,5696266.702670498,331,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,5,1,209.3,3.8,191.41,3.47,Green,OGR,,OBU,False,DetailedLie,,2026-09-17T09:57:45.000Z,False,False,666676.2895770499,5696090.564582635,337,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,5,2,4.2,0.5,3.88,0.44,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-17T10:01:52.000Z,False,False,666673.7422338639,5696093.4948229715,341,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,5,3,0.5,,0.44,,,,,,True,BallHoled,Par,2026-09-17T10:02:00.000Z,False,False,666674.1206216931,5696093.271416279,344,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,6,1,244.7,169.2,223.75,154.73,Fairway,OFW,,,False,DetailedLie,,2026-09-17T10:08:45.000Z,False,False,666554.6497884423,5696088.4925448205,350,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,6,2,168.2,10.1,153.82,9.23,Green,OGR,Fairway,OFW,False,DetailedLie,,2026-09-17T10:18:31.000Z,False,False,666405.4430427223,5696127.162259162,354,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,6,3,9.9,0.2,9.1,0.14,Green,OGR,Green,OGR,False,DetailedLie,,2026-09-17T10:19:03.000Z,False,False,666402.5491575925,5696118.540404955,358,feed,
bmw-pga-championship-2026,1,Laurie Canter,840,49,6,4,0.2,,0.14,,,,,,True,BallHoled,Par,2026-09-17T10:19:11.000Z,False,False,666402.5066485547,5696118.409277614,361,feed,
